mouse_strain,C57BL
gene_accession_id,MGI:1918025
pvalue,0.3093584
mouse_life_stage,Early adult
parameter_name,CD4+ alpha beta T cell percentage
gene_symbol,Zmynd8
analysis_id,c3a612629k67x11
parameter_id,MGP_PBI_003_001
