mouse_strain,C57BL
analysis_id,qi8c282y3nj9v08
gene_symbol,Plcb1
parameter_name,Resting Treg cells - % of CD45+
pvalue,0.1115506
parameter_id,MGP_IMM_078_001
mouse_life_stage,Late adult
gene_accession_id,MGI:97613
