mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
mouse_strain,C57BL
analysis_id,3is0uufyuy9o0kp
parameter_id,IMPC_FEA_003_001
parameter_name,Conditioning Baseline % Freezing Time
gene_symbol,Hpca
pvalue,0.8787695
