parameter_name,Total cholesterol
gene_symbol,Inpp1
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,1c8158q9khhj2o1
gene_accession_id,MGI:104848
parameter_id,IMPC_CBC_015_001
pvalue,0.05753863
