parameter_id,IMPC_ECG_005_001
mouse_life_stage,E9.5
gene_symbol,Orc2
analysis_id,01k926rz30di8e7
mouse_strain,C57BL
gene_accession_id,MGI:1328306
parameter_name,PQ
pvalue,0.6406259
