parameter_id,JAX_LDT_002_001
gene_accession_id,MGI:2135738
parameter_name,Light side time spent
analysis_id,csg571mx10f5658
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Abo
pvalue,0.7805384
