parameter_id,IMPC_FEA_003_001
pvalue,0.2630619
gene_symbol,Ufc1
parameter_name,Conditioning Baseline % Freezing Time
mouse_strain,C53BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1913405
analysis_id,09movy8t35pjd6z
