parameter_name,Body Weight
parameter_id,M-G-P_020_001_001
pvalue,0.3519982
analysis_id,v5xnjz3533xh15c
gene_symbol,Cds2
gene_accession_id,MGI:1332236
mouse_strain,C57BL
mouse_life_stage,Early adult
