parameter_name,Prepulse inhibition - PP2
parameter_id,ESLIM_011_001_702
gene_symbol,Trp53i11
gene_accession_id,MGI:2670995
analysis_id,lds828jpr8d716r
pvalue,0.9348457
mouse_strain,C57BL
mouse_life_stage,Early adult
