gene_symbol,Tiprl
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,8g7jzez2y8f5s76
parameter_id,ESLIM_011_001_007
pvalue,0.6923401
parameter_name,PP1 + pulse startle magnitude
gene_accession_id,MGI:1915087
