parameter_id,JAX_OFD_020_001
analysis_id,uw72b58x482lbem
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
mouse_strain,C57BL
pvalue,0.3612275
parameter_name,Distance travelled - total
gene_symbol,Lpgat1
