parameter_id,IMPC_EYE_026_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_name,Retinal Blood Vessels Pattern
analysis_id,66ab5f28m880678
pvalue,0.5708672
gene_symbol,Lpgat1
