parameter_id,HRWLLA_OFD_020_001
gene_accession_id,MGI:88174
analysis_id,x1179m2puh64lkp
parameter_name,Distance travelled - total
pvalue,0.3429874
gene_symbol,Bmi1
mouse_life_stage,E12.5
mouse_strain,C57BL
