parameter_id,MGP_IMM_004_001
mouse_life_stage,Early adult
pvalue,0.8982969
parameter_name,Total CD4+ T cells - % of ab T cells
analysis_id,l5094i0j5743560
mouse_strain,C57BL
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
