gene_symbol,Lpgat1
analysis_id,1591c99526f2x49
mouse_life_stage,Late adult
parameter_id,UCD_OWT_008_001
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Liver weight
pvalue,0.4965423
