parameter_id,IMPC_ECG_006_001
gene_accession_id,MGI:1336200
parameter_name,PR
mouse_life_stage,Late adult
analysis_id,fvkmwk6682186v4
pvalue,0.3816513
mouse_strain,C57BL
gene_symbol,Hpca
