gene_symbol,Wars2
parameter_id,MGP_CSD_030_001
mouse_strain,C57BL
parameter_name,Limb coat/hair presence
analysis_id,l2p4m85867s4530
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
pvalue,0.1831493
