gene_symbol,Kdm4c
parameter_id,IMPC_CBC_012_001
pvalue,0.1251927
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
analysis_id,4257s9a7qks520y
mouse_strain,C57BL
parameter_name,Aspartate aminotransferase
