parameter_name,HR
mouse_strain,C57BL
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_id,IMPC_ECG_002_001
analysis_id,w43ofr338wthqd5
pvalue,0.8244435
mouse_life_stage,Early adult
