parameter_name,Prepulse inhibition - PP2
analysis_id,xqc0r97d2ppenp3
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_702
mouse_strain,C57BL
gene_accession_id,MGI:1916222
pvalue,0.4696692
gene_symbol,Tatdn3
