parameter_id,IMPC_ACS_034_001
gene_accession_id,MGI:2674093
analysis_id,uxv699si8j3919j
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
pvalue,0.8978004
gene_symbol,Psd4
