parameter_id,JAX_OFD_021_001
gene_accession_id,MGI:1345282
analysis_id,53x2rkj5vg9dzc5
parameter_name,Number of rears - total
mouse_strain,C57BL
pvalue,0.7205131
gene_symbol,Slc30a4
mouse_life_stage,Middle aged adult
