parameter_name,Distance travelled - total
parameter_id,JAX_OFD_020_001
analysis_id,k0vodv5b5d76uhk
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
gene_symbol,Frmpd1
mouse_strain,C57BL
pvalue,0.8528357
