mouse_life_stage,Middle aged adult
pvalue,0.6182782
gene_accession_id,MGI:1934811
parameter_name,Lean mass
parameter_id,JAXLA_DXA_003_001
mouse_strain,C57BL
analysis_id,42newi8fnu0r2m9
gene_symbol,Nucks1
