parameter_id,M-G-P_006_001_026
gene_symbol,Fgb
mouse_life_stage,E12.5
pvalue,0.600398
mouse_strain,C57BL
analysis_id,lwqtx64m8ss0681
parameter_name,Fusion of vertebrae
gene_accession_id,MGI:99501
