parameter_name,Whole arena resting time
mouse_strain,C57BL
gene_accession_id,MGI:1915472
analysis_id,142x5v6q1w7x2p0
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_007_001
gene_symbol,Tubb4b
pvalue,0.849886
