gene_symbol,Cdin1
parameter_id,IMPC_XRY_001_001
mouse_strain,C57BL
pvalue,0.8246924
parameter_name,Skull shape
mouse_life_stage,E9.5
analysis_id,7q41404xycj380x
gene_accession_id,MGI:3026886
