parameter_id,IMPC_GEP_084_001
analysis_id,m38ok97kkvb0y2r
mouse_strain,C57BL
gene_symbol,Nemp2
mouse_life_stage,Early adult
gene_accession_id,MGI:2444113
parameter_name,Limb morphology
pvalue,0.115907
