mouse_strain,129SV
pvalue,0.4670087
gene_symbol,Bpifa3
mouse_life_stage,Early adult
parameter_name,B1B Cells
parameter_id,IMPC_IMM_064_001
gene_accession_id,MGI:1920638
analysis_id,b0ac76123nq68bo
