gene_symbol,Ivd
parameter_name,Potassium
parameter_id,GMC_906_001_005
gene_accession_id,MGI:1929242
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,5r09911x73c5z24
pvalue,0.4580612
