gene_symbol,Frmpd1
analysis_id,3pth4gn1k9uftc7
pvalue,0.2627694
mouse_strain,C57BL
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
parameter_name,NK cell number
parameter_id,MGP_PBI_027_001
