gene_symbol,Ddx27
parameter_id,UCDLA_EYE_017_001
analysis_id,5irns2hgbxs4m58
mouse_strain,C57BL
pvalue,0.4923035
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_name,Lens Opacity
