parameter_name,Startle response
mouse_strain,C57BL
analysis_id,34b27h3dv6knj52
gene_accession_id,MGI:2444113
gene_symbol,Nemp2
mouse_life_stage,Early adult
pvalue,0.7691596
parameter_id,IMPC_CSD_036_001
