gene_symbol,Psmd14
pvalue,0.5897094
gene_accession_id,MGI:1913284
analysis_id,7cd2kqrswuwxkw9
parameter_id,MGP_IMM_079_001
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,Early adult
