gene_symbol,Bmi1
pvalue,0.1787655
analysis_id,mb84b330t34j4jn
parameter_id,TCPLA_GRS_011_001
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:88174
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
