parameter_id,HMGULA_CBC_009_001
gene_symbol,Morn5
mouse_strain,C57BL
parameter_name,Calcium
mouse_life_stage,Early adult
analysis_id,k2xhl04ttz6m43a
gene_accession_id,MGI:1922745
pvalue,0.3869601
