parameter_id,IMPC_CSD_079_001
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
analysis_id,4znl95nex86qa81
pvalue,0.1065851
parameter_name,Aggression
mouse_life_stage,Early adult
mouse_strain,129SV
