Mouse_life_stage,Early adult
gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
parameter_name,Fat mass
pvalue,0.2509664
Mouse_strain,C57BL
parameter_id,IMPC_DXA_002_001
analysis_id,2v416669w49r4d4
