parameter_id,HMGULA_CBC_016_001
analysis_id,3628r234j906r06
mouse_strain,C57BL
gene_accession_id,MGI:1914309
gene_symbol,Ola1
parameter_name,HDL-cholesterol
mouse_life_stage,Early adult
pvalue,0.658179
