gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
parameter_id,JAX_OFD_021_001
parameter_name,Number of rears - total
analysis_id,7o644m96t6484t7
pvalue,0.7776002
mouse_strain,C57BL
mouse_life_stage,E18.5
