parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
analysis_id,5p3vf7959q48787
mouse_life_stage,Late adult
pvalue,1.412312
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
mouse_strain,C57BL
