parameter_id,JAXLA_OFD_020_001
analysis_id,nhm95d9329970kh
mouse_strain,C57BL
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
pvalue,0.3000298
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
