parameter_id,M-G-P_014_001_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
pvalue,0.1089887
mouse_strain,C57BL
analysis_id,1cvk36jf87k68h0
parameter_name,Eye
