mouse_strain,129SV
analysis_id,6396yvez1oeib07
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
parameter_id,MGP_MLN_093_001
gene_symbol,Bpifa3
pvalue,0.4000419
parameter_name,KLRG1+ NK cells - % of CD45+
