gene_symbol,Atg4c
mouse_strain,C57BL
gene_accession_id,MGI:2651854
parameter_id,IMPC_HEM_036_001
pvalue,3.485102e-18
mouse_life_stage,Early adult
parameter_name,Eosinophil cell count
analysis_id,hp28tn3oga2u8as
