parameter_name,Alkaline phosphatase
parameter_id,HRWLLA_CBC_014_001
gene_symbol,Ahcy
gene_accession_id,MGI:87968
mouse_life_stage,E9.5
pvalue,0.4262502
analysis_id,60l959nl06u53qt
mouse_strain,C57BL
