parameter_id,IMPC_IMM_064_001
parameter_name,B1B Cells
analysis_id,hkns9iqe4y18aia
gene_symbol,Steap3
mouse_strain,C57BL
pvalue,0.6694288
gene_accession_id,MGI:1915678
mouse_life_stage,Early adult
