parameter_id,MGP_MLN_014_001
pvalue,0.7700684
mouse_strain,C57BL
analysis_id,3479g6a42jf5i4z
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_life_stage,E9.5
gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
