parameter_id,IMPC_GRS_009_001
mouse_strain,C57BL
gene_accession_id,MGI:1914561
analysis_id,376tkyp3xzvwz56
gene_symbol,Nanp
pvalue,0.9332193
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_life_stage,E18.5
