gene_symbol,Nanp
pvalue,0.1683414
mouse_strain,C57BL
analysis_id,x4f05e91e4la369
parameter_id,IMPC_CBC_014_001
parameter_name,Alkaline phosphatase
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
