gene_symbol,Eprs1
analysis_id,54eq9u73f983see
parameter_name,Activity (body position)
mouse_strain,C57BL
pvalue,0.5975146
mouse_life_stage,E12.5
parameter_id,IMPC_CSD_029_001
gene_accession_id,MGI:97838
