gene_symbol,Zyg11b
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
parameter_name,Ly6Clow monocyte percentage
mouse_strain,C57BL
analysis_id,xgw54wk19fu0547
parameter_id,MGP_PBI_018_001
pvalue,0.455972
