parameter_id,IMPC_ECG_004_001
mouse_life_stage,Early adult
parameter_name,RR
analysis_id,774ymnl2v65qb6u
gene_accession_id,MGI:2442483
gene_symbol,Usp37
mouse_strain,C57BL
pvalue,0.7778556
