mouse_life_stage,E9.5
parameter_name,Bone Area
pvalue,0.5332363
parameter_id,IMPC_DXA_010_001
analysis_id,q3ts9k972he6od5
mouse_strain,C57BL
gene_accession_id,MGI:87968
gene_symbol,Ahcy
