parameter_id,IMPC_CBC_014_001
mouse_strain,C57BL
gene_symbol,Bach2
pvalue,0.561243
gene_accession_id,MGI:894679
parameter_name,Alkaline phosphatase
mouse_life_stage,Early adult
analysis_id,74wqi3rmw0685g0
