parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:2674093
gene_symbol,Psd4
mouse_strain,C57BL
parameter_name,LVIDd
analysis_id,9egn9e8xx44bt5z
pvalue,0.1094057
mouse_life_stage,Early adult
