mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1931322
gene_symbol,Car13
pvalue,0.1752557
analysis_id,l11oa0279t6i1y3
parameter_id,IMPC_EYE_068_001
parameter_name,Left total retinal thickness
