gene_symbol,Ola1
gene_accession_id,MGI:1914309
pvalue,0.2058304
analysis_id,94lb3nu4bopw1r1
mouse_life_stage,Early adult
parameter_id,MGP_MLN_067_001
mouse_strain,C57BL
parameter_name,Resting CD4+ T helper cells - % of CD45+
