gene_symbol,Bmi1
pvalue,0
mouse_strain,C57BL
parameter_id,IMPC_GEO_064_001
analysis_id,b6929j6z4i336q7
parameter_name,Edema
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
