gene_symbol,Ubxn4
mouse_life_stage,Late adult
parameter_name,Plasmacytoid DC - % of DC
analysis_id,0rhxdbc37226b07
gene_accession_id,MGI:1915062
mouse_strain,C57BL
parameter_id,MGP_MLN_058_001
pvalue,0.6224055
