gene_symbol,Zcchc2
analysis_id,3f3gc2493i67701
pvalue,0.2662724
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2444114
parameter_name,Latency to center entry
parameter_id,IMPC_OFD_018_001
