gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_id,MGP_IMM_014_001
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.5633155
analysis_id,g125314aih1l414
parameter_name,Effector CD8+ T cells - % of CD8+
