gene_symbol,Psd4
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1173026
parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
analysis_id,f219dlu6g207d7r
gene_accession_id,MGI:2674093
