parameter_id,IMPC_XRY_018_001
analysis_id,9358u4i356n0b33
gene_symbol,Cldn19
gene_accession_id,MGI:3033992
parameter_name,Shape of vertebrae
mouse_life_stage,Early adult
pvalue,0.6872786
mouse_strain,C57BL
